Device: cuda
Configuration: {'dataset': 'wco_l4_ifcb_pml', 'clip_model': 'ViT-B-16-quickgelu', 'clip_pretrained': 'openai', 'projection_dim': 128, 'image_size': 224, 'num_clients': 2000, 'client_frac': 0.01, 'rounds': 20, 'local_epochs': 5, 'batch_size': 128, 'lr': 0.0001, 'wd': 0.0001, 'grad_clip': 1.0, 'linear_lr': 0.001, 'linear_wd': 0.0001, 'linear_bs': 256, 'linear_epochs': 50, 'linear_patience': 10, 'dirichlet_alpha': 0.3, 'balanced_partition': False, 'normalization': 'imagenet', 'seed': 27, 'backbone_tag': 'clip_b16', 'run_name': 'clip_b16_2000C_1pct_seed27', 'verbose': False, 'progress_every': 20, 'eval_every': 0, 'save_test_embeddings': False, 'cpu': False, 'eval_datasets': ['wco_l4_ifcb_pml', 'syke_ifcb', 'syke_zooscan', 'plankto_share', 'daplankton_lab_ifcb', 'daplankton_lab_cs', 'daplankton_lab_fc'], 'tiny_root': './tiny', 'celeba_root': './celeba', 'device': device(type='cuda')}
Loading CLIP backbone (ViT-B-16-quickgelu, pretrained=openai)...
CLIP feature dim (mean-pool all 197 tokens, pre-proj): 768
Using Dirichlet alpha=0.3 for non-IID partition...
Using imbalanced Dirichlet partition
Starting federated unsupervised SimCLR (CLIP backbone)...

--- Round 1/20 ---
Linear Epoch 50: Train Loss=1.4442, Val Acc=59.38%
[plankto_share] Linear accuracy: 60.92% | Val accuracy: 59.38%
[plankto_share] Eval-only accuracy: 2.67%
Running unsupervised k-NN evaluation...
k-NN Top-1 accuracy: 59.80%
Running unsupervised clustering evaluation...
K-Means clustering accuracy (Hungarian matched): 22.32%
Silhouette score: 0.046
Prototype accuracy: 41.15%

>>> Evaluating on 'daplankton_lab_ifcb' <<<
[daplankton_lab_ifcb] Linear split: 7909 train, 1978 val, 3294 test
Linear Epoch 5: Train Loss=2.0167, Val Acc=67.80%
Linear Epoch 10: Train Loss=1.5641, Val Acc=75.88%
Linear Epoch 15: Train Loss=1.2887, Val Acc=78.77%
Linear Epoch 20: Train Loss=1.1058, Val Acc=80.54%
Linear Epoch 25: Train Loss=0.9773, Val Acc=81.29%
Linear Epoch 30: Train Loss=0.8825, Val Acc=82.05%
Linear Epoch 35: Train Loss=0.8094, Val Acc=82.51%
Linear Epoch 40: Train Loss=0.7515, Val Acc=82.86%
Linear Epoch 45: Train Loss=0.7046, Val Acc=83.16%
Linear Epoch 50: Train Loss=0.6654, Val Acc=83.92%
[daplankton_lab_ifcb] Linear accuracy: 82.64% | Val accuracy: 83.92%
[daplankton_lab_ifcb] Eval-only accuracy: 4.31%
Running unsupervised k-NN evaluation...
k-NN Top-1 accuracy: 86.31%
Running unsupervised clustering evaluation...
K-Means clustering accuracy (Hungarian matched): 58.29%
Silhouette score: 0.111
Prototype accuracy: 77.29%

>>> Evaluating on 'daplankton_lab_cs' <<<
[daplankton_lab_cs] Linear split: 6330 train, 1583 val, 2638 test
Linear Epoch 5: Train Loss=2.2345, Val Acc=44.60%
Linear Epoch 10: Train Loss=1.8889, Val Acc=55.21%
Linear Epoch 15: Train Loss=1.6626, Val Acc=60.58%
Linear Epoch 20: Train Loss=1.4985, Val Acc=64.75%
Linear Epoch 25: Train Loss=1.3739, Val Acc=67.02%
Linear Epoch 30: Train Loss=1.2739, Val Acc=70.12%
Linear Epoch 35: Train Loss=1.1920, Val Acc=71.83%
Linear Epoch 40: Train Loss=1.1236, Val Acc=73.28%
Linear Epoch 45: Train Loss=1.0654, Val Acc=74.86%
Linear Epoch 50: Train Loss=1.0144, Val Acc=75.68%
[daplankton_lab_cs] Linear accuracy: 76.08% | Val accuracy: 75.87%
[daplankton_lab_cs] Eval-only accuracy: 13.23%
Running unsupervised k-NN evaluation...
k-NN Top-1 accuracy: 82.56%
Running unsupervised clustering evaluation...
K-Means clustering accuracy (Hungarian matched): 40.41%
Silhouette score: 0.098
Prototype accuracy: 65.24%

>>> Evaluating on 'daplankton_lab_fc' <<<
[daplankton_lab_fc] Linear split: 8548 train, 2137 val, 3561 test
Linear Epoch 5: Train Loss=1.8137, Val Acc=52.27%
Linear Epoch 10: Train Loss=1.4148, Val Acc=64.25%
Linear Epoch 15: Train Loss=1.1910, Val Acc=70.89%
Linear Epoch 20: Train Loss=1.0483, Val Acc=73.80%
Linear Epoch 25: Train Loss=0.9427, Val Acc=76.70%
Linear Epoch 30: Train Loss=0.8664, Val Acc=77.96%
Linear Epoch 35: Train Loss=0.8079, Val Acc=79.08%
Linear Epoch 40: Train Loss=0.7577, Val Acc=80.16%
Linear Epoch 45: Train Loss=0.7165, Val Acc=81.05%
Linear Epoch 50: Train Loss=0.6878, Val Acc=82.03%
[daplankton_lab_fc] Linear accuracy: 81.58% | Val accuracy: 82.03%
[daplankton_lab_fc] Eval-only accuracy: 4.94%
Running unsupervised k-NN evaluation...
k-NN Top-1 accuracy: 84.72%
Running unsupervised clustering evaluation...
K-Means clustering accuracy (Hungarian matched): 44.96%
Silhouette score: 0.120
Prototype accuracy: 65.82%
Results saved to fl_results/fed_unsup_simclr_clip_b16_wco_l4_ifcb_pml_clip_b16_2000C_1pct_seed27_20260528_074352.json
